Placement test score (%),Proficiency,Sex,Age,L1,Stay abroad in Spanish speaking country (>= 1 month),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Medium,Task number,Writting/audio details,Where the task was done
88.4,Lower advanced,Female,17.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),70.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,17.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,9,written_online,Both inside and outside classroom
88.4,Lower advanced,Female,18.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,7,written_online,Outside classroom
88.4,Lower advanced,Female,18.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Inside classroom
88.4,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Male,18.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,2,written_online,Outside classroom
88.4,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,18.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,1,written_online,Inside classroom
88.4,Lower advanced,Female,19.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),50.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,19.0,English,No,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),35.0,Written,13,written_online,Outside classroom
88.4,Lower advanced,Female,19.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Female,19.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,10,written_online,Outside classroom
88.4,Lower advanced,Female,19.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,3,written_online,Both inside and outside classroom
88.4,Lower advanced,Female,19.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Inside classroom
88.4,Lower advanced,Male,19.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper advanced (C2),Upper intermediate (B2),75.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
88.4,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Upper advanced (C2),Lower advanced (C1),Upper intermediate (B2),75.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Spoken,14,spoken_offline_lab,Outside classroom
88.4,Lower advanced,Female,20.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),45.0,Written,1,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,1,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,9,written_online,Outside classroom
88.4,Lower advanced,Male,20.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,3,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),50.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Male,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,5,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,11,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,13,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),75.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Male,20.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,8,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,No,Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),70.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,No,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper advanced (C2),Lower advanced (C1),Lower intermediate (B1),70.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,6,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Spoken,14,spoken_offline_lab,Outside classroom
88.4,Lower advanced,Male,21.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),90.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),55.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,14,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),50.0,Written,13,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),95.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,4,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,5,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,7,written_online,Outside classroom
88.4,Lower advanced,Male,21.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Male,22.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Spoken,13,spoken_online,Outside classroom
88.4,Lower advanced,Male,22.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,13,written_online,Outside classroom
88.4,Lower advanced,Female,22.0,English,No,Lower intermediate (B1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Male,22.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),90.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,22.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
88.4,Lower advanced,Female,22.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,22.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,23.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Female,23.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Male,24.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,1,written_online,Inside classroom
88.4,Lower advanced,Female,24.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Male,26.0,English,Yes,Upper intermediate (B2),Upper advanced (C2),Upper intermediate (B2),Lower intermediate (B1),65.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Female,26.0,English,No,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Male,27.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Female,27.0,English,No,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),95.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Female,28.0,English,Yes,Upper beginner (A2),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),40.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,28.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Lower intermediate (B1),65.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Male,29.0,English,Yes,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Female,30.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Upper intermediate (B2),Upper intermediate (B2),75.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Female,30.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Male,31.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),60.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,36.0,English,Yes,Upper advanced (C2),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),90.0,Written,6,written_online,Inside classroom
88.4,Lower advanced,Male,42.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),60.0,Written,10,written_online,Inside classroom
88.4,Lower advanced,Female,42.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Female,44.0,English,Yes,Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),Upper advanced (C2),75.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Female,44.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,45.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),50.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Male,45.0,English,No,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,51.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower intermediate (B1),60.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Female,52.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Male,57.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,2,written_online,Outside classroom
88.4,Lower advanced,Female,62.0,English,No,Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),Upper beginner (A2),15.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Female,66.0,English,Yes,Upper intermediate (B2),Upper advanced (C2),Upper advanced (C2),Upper intermediate (B2),80.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Male,77.0,English,Yes,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,16.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),50.0,Written,7,written_online,Outside classroom
90.7,Lower advanced,Male,17.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,4,written_online,Inside classroom
90.7,Lower advanced,Female,17.0,English,No,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Male,17.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,1,written_online,Outside classroom
90.7,Lower advanced,Female,17.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Male,18.0,English,No,Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,3,written_online,Inside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,4,written_online,Both inside and outside classroom
90.7,Lower advanced,Female,18.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),65.0,Written,3,written_online,Outside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Upper advanced (C2),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,4,written_online,Both inside and outside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),Lower advanced (C1),65.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,18.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,3,written_online,Inside classroom
90.7,Lower advanced,Female,19.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Female,19.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,13,written_online,Outside classroom
90.7,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),Lower beginner (A1),45.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Male,19.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Male,19.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Female,19.0,English,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Inside classroom
90.7,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,2,written_online,Outside classroom
90.7,Lower advanced,Female,19.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Female,20.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),5.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),85.0,Written,13,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,13,written_online,Inside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),90.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower beginner (A1),40.0,Written,1,written_online,Inside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,12,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),70.0,Spoken,14,spoken_offline_lab,Outside classroom
90.7,Lower advanced,Female,21.0,English,No,Upper intermediate (B2),Lower intermediate (B1),Lower advanced (C1),Lower advanced (C1),65.0,Written,3,written_online,Outside classroom
90.7,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Lower intermediate (B1),Lower intermediate (B1),65.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),70.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,21.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),45.0,Written,5,written_online,Inside classroom
90.7,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Inside classroom
90.7,Lower advanced,Female,21.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper advanced (C2),Upper intermediate (B2),75.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),85.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower intermediate (B1),Lower intermediate (B1),55.0,Written,11,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,13,written_online,Inside classroom
90.7,Lower advanced,Female,22.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),75.0,Written,13,written_online,Outside classroom
90.7,Lower advanced,Male,23.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower intermediate (B1),65.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Female,23.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,24.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,24.0,English,Yes,Upper beginner (A2),Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),30.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,24.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,7,written_online,Outside classroom
90.7,Lower advanced,Male,24.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),85.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Male,25.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Male,25.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower intermediate (B1),60.0,Written,3,written_online,Outside classroom
90.7,Lower advanced,Female,25.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Male,26.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,26.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,1,written_online,Outside classroom
90.7,Lower advanced,Female,26.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,26.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,27.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Female,27.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,13,written_online,Inside classroom
90.7,Lower advanced,Female,27.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,4,written_online,Inside classroom
90.7,Lower advanced,Female,28.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,1,written_online,Outside classroom
90.7,Lower advanced,Female,28.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Outside classroom
